"loanid","model1","model2","target","sample"
2299,0.0174244265872385,0.0303066178765356,0,"testing"
2300,0.0160413878343851,0.0176136476517669,0,"testing"
2301,0.0211549069443861,0.0319822151917373,0,"testing"
2302,0.0153288379801017,0.0122184327717287,0,"testing"
2303,0.0217270054348023,0.0358164767746403,0,"testing"
2304,0.0166961562917409,0.0247649964675027,0,"testing"
2305,0.0141843840107472,0.0143071751700476,0,"testing"
2306,0.0273273917646807,0.0347271590481276,0,"testing"
2307,0.0374177821231056,0.040372673168594,0,"testing"
2308,0.0171830708222146,0.0283565333254693,0,"testing"
2309,0.0125848390573071,0.00852770892810696,0,"testing"
2310,0.0142306268819677,0.0137035674751319,0,"testing"
2311,0.0252170076897019,0.0500496714058178,0,"testing"
2312,0.0171409491592823,0.0222462910300362,0,"testing"
2313,0.0128914347565138,0.00903085290772553,0,"testing"
2314,0.0331802683128856,0.0586599074061138,0,"testing"
2315,0.0205903455630761,0.0316556775377522,0,"testing"
2316,0.0221626931904189,0.0470585516829303,0,"testing"
2317,0.0146306792604484,0.0151499151862955,0,"testing"
2318,0.0128679349634451,0.0078423970245786,0,"testing"
2319,0.0163865267361984,0.0237120551587232,0,"testing"
2320,0.013947839533192,0.00582045209054713,0,"testing"
2321,0.0199718085454771,0.034053700392001,0,"testing"
2322,0.0151069427746829,0.0152259633104035,0,"testing"
2323,0.0143529373595042,0.0147026655390086,0,"testing"
2324,0.0160400491444,0.0197602469697174,0,"testing"
2325,0.0137065606657181,0.00999124368498239,0,"testing"
2326,0.0254118572154342,0.0257574379977788,0,"testing"
2327,0.0130911949396553,0.00746227522734724,0,"testing"
2328,0.0129237733897049,0.00643398184093223,0,"testing"
2329,0.019054400237803,0.0294865091260764,0,"testing"
2330,0.0133125212035107,0.00796399874382342,0,"testing"
2331,0.0135917697605577,0.0153288078350908,0,"testing"
2332,0.0552615061727596,0.102462933191131,0,"testing"
2333,0.0314754027716279,0.0576821201134817,0,"testing"
2334,0.0148403319301553,0.0146039880924678,0,"testing"
2335,0.0194019918107845,0.0333110832526111,0,"testing"
2336,0.0126352416291467,0.0114456051697748,0,"testing"
2337,0.0190563112495163,0.0208820203666824,0,"testing"
2338,0.0249244728612419,0.049493964468141,0,"testing"
2339,0.167356230999601,0.145614652897867,0,"testing"
2340,0.0157608647336095,0.0158321867355084,0,"testing"
2341,0.0351296264778299,0.0473899536519528,0,"testing"
2342,0.0239427549830779,0.0302624689549354,0,"testing"
2343,0.0250432171009171,0.0244552756059104,0,"testing"
2344,0.0136909826982891,0.00588120160763294,0,"testing"
2345,0.146701665514504,0.16292964414015,1,"testing"
2346,0.0451883366495131,0.0741435864840731,0,"testing"
2347,0.0221045224551209,0.0412136969850078,0,"testing"
2348,0.0179562029463571,0.0261437965772627,0,"testing"
2349,0.0239942673876313,0.0272982222843346,0,"testing"
2350,0.0446033776722476,0.0936562836160252,0,"testing"
2351,0.0186080086099298,0.0285714294327314,1,"testing"
2352,0.0464743824813394,0.0854226805254923,0,"testing"
2353,0.0152626056847244,0.0174420252825592,1,"testing"
2354,0.0162829663190463,0.0137295014354832,0,"testing"
2355,0.0196613902594192,0.0223563726367133,0,"testing"
2356,0.0154369889482441,0.0153805385137713,0,"testing"
2357,0.0238021992116585,0.0375560041838634,0,"testing"
2358,0.0180058696828716,0.0306822672552557,0,"testing"
2359,0.0347555029562101,0.0678573022000904,0,"testing"
2360,0.0410529649506469,0.0831666659816372,1,"testing"
2361,0.0242524722434588,0.0514848847749098,0,"testing"
2362,0.0202696363474037,0.0301994791809419,0,"testing"
2363,0.0695631016943336,0.0866290152815307,0,"testing"
2364,0.0125602460057312,0.010589312184247,0,"testing"
2365,0.0212490734550552,0.0274347988362297,0,"testing"
2366,0.0191450522003045,0.0304675133280825,0,"testing"
2367,0.327813281039605,0.195842467384623,0,"testing"
2368,0.0134007496995109,0.00940908441121493,0,"testing"
2369,0.0331166608947225,0.0652424457291208,0,"testing"
2370,0.0280101508236175,0.0417237392934582,0,"testing"
2371,0.0200216067871169,0.0317713923693953,0,"testing"
2372,0.0167531780498625,0.0194656799056956,0,"testing"
2373,0.019800431372642,0.0259041063785629,0,"testing"
2374,0.0255885653101703,0.027671243920248,0,"testing"
2375,0.0153137310293683,0.018504749511738,0,"testing"
2376,0.0201820416939709,0.0220222140883805,0,"testing"
2377,0.0304524921071551,0.0478327405463465,0,"testing"
2378,0.0189932940584343,0.0261435051737196,0,"testing"
2379,0.0176540064766592,0.0338645890900483,0,"testing"
2380,0.0152142353801046,0.0151221897972743,0,"testing"
2381,0.0142079407566139,0.0175976926206865,0,"testing"
2382,0.0146689939706129,0.01110625841345,0,"testing"
2383,0.0218654277211195,0.0504503710709682,0,"testing"
2384,0.0171581445255051,0.0167517690247813,0,"testing"
2385,0.0152331093662016,0.0152007002028145,0,"testing"
2386,0.0194065069156026,0.0217980123097529,0,"testing"
2387,0.0186963480200001,0.02578173551239,0,"testing"
2388,0.0232768872317755,0.0352095413478809,0,"testing"
2389,0.0740827843462335,0.14881242766704,1,"testing"
2390,0.019580358928797,0.0385982000149057,0,"testing"
2391,0.027154585940332,0.0426344739837406,1,"testing"
2392,0.0208150040381901,0.0367468954437467,0,"testing"
2393,0.0244642712942216,0.0408775368578972,0,"testing"
2394,0.0152026703162019,0.0125516558558658,0,"testing"
2395,0.0225665816198372,0.0339166817792355,0,"testing"
2396,0.0227864214978496,0.0438138902638722,0,"testing"
2397,0.0163343573856864,0.0151980071594559,0,"testing"
2398,0.0242783347914674,0.0468231197488176,0,"testing"
2399,0.0247818207491856,0.0300371482539995,0,"testing"
2400,0.0176432808305949,0.0165180219477306,0,"testing"
2401,0.0209766253272568,0.0340124961592486,0,"testing"
2402,0.0155052494322859,0.0227478764202905,0,"testing"
2403,0.0609980577220748,0.0951299477886364,0,"testing"
2404,0.0133423794872144,0.0144296145514856,0,"testing"
2405,0.0142466989863999,0.019650077735071,0,"testing"
2406,0.0169418654733479,0.0253374315311588,0,"testing"
2407,0.0310501070299866,0.0615161794731002,0,"testing"
2408,0.0298909817070194,0.0496906868203194,0,"testing"
2409,0.0170790575260274,0.0241831269702948,1,"testing"
2410,0.0152276963454731,0.0180406673455668,0,"testing"
2411,0.0138651188502716,0.00937056310362862,0,"testing"
2412,0.0156655366276664,0.0210114759304234,0,"testing"
2413,0.0204517086164954,0.0352161291378514,0,"testing"
2414,0.0179764541530131,0.0201887936591084,0,"testing"
2415,0.0263355027978523,0.0471229931525688,0,"testing"
2416,0.017620905745536,0.0184186438563112,0,"testing"
2417,0.0165122582511176,0.0232745798112213,0,"testing"
2418,0.0140345953120527,0.014940864378409,0,"testing"
2419,0.0172805584989492,0.0242663734450025,0,"testing"
2420,0.0155045589429652,0.0183907737886223,0,"testing"
2421,0.0301741417410445,0.0431451071582255,0,"testing"
2422,0.0140011438236662,0.0126501085866672,0,"testing"
2423,0.0146278720203086,0.0132241431246308,0,"testing"
2424,0.0204339205030656,0.0257766077664719,0,"testing"
2425,0.0135183670859907,0.0131272542815338,0,"testing"
2426,0.0162483691893717,0.0198128511089769,0,"testing"
2427,0.0356466297812165,0.0732347645279511,0,"testing"
2428,0.0161510601682197,0.0250072194846151,0,"testing"
2429,0.0135453073789861,0.011754604840812,0,"testing"
2430,0.0228533941585837,0.0290540771628958,0,"testing"
2431,0.0649285939042654,0.0941611284410316,0,"testing"
2432,0.0154927660356611,0.0161372941513048,0,"testing"
2433,0.0190382180842022,0.036357194942741,0,"testing"
2434,0.0238267042615378,0.0449837463313684,1,"testing"
2435,0.0134260388329766,0.009826241215366,0,"testing"
2436,0.0167868135860321,0.0232533226092608,0,"testing"
2437,0.0165994593531767,0.0224826477872412,0,"testing"
2438,0.0191828687784082,0.0229884670751092,0,"testing"
2439,0.020375865836772,0.0232416343895758,0,"testing"
2440,0.0221943879382811,0.0382904180318534,0,"testing"
2441,0.0929164627335973,0.10028961545623,0,"training"
2442,0.0140405696694439,0.015422793841398,0,"testing"
2443,0.0151887535593833,0.0173490858132427,0,"testing"
2444,0.023809048832181,0.0439831385427976,0,"testing"
2445,0.0164878871212383,0.0169074456587834,0,"testing"
2446,0.0185811369261179,0.0324258416980808,0,"testing"
2447,0.0233343433435293,0.0369922916057051,0,"testing"
2448,0.0222782769514933,0.0320073323677626,0,"testing"
2449,0.0686320959502455,0.11814234844547,0,"testing"
2450,0.0175867583647991,0.0183167029234485,0,"testing"
2451,0.0177106403040095,0.0226001209103779,0,"testing"
2452,0.0210248515976449,0.0329444806406863,0,"testing"
2453,0.0149168495200816,0.0153759272184316,0,"testing"
2454,0.0179207677813661,0.0263283214738907,0,"testing"
2455,0.0137040706682864,0.0108813886004946,0,"testing"
2456,0.0181200115432763,0.0217827788426829,0,"testing"
2457,0.0431979190580434,0.0645263771606958,0,"testing"
2458,0.0172588319085129,0.0165106043659639,0,"testing"
2459,0.020004876456601,0.0309593706889844,0,"testing"
2460,0.0341991265774483,0.0586111437101378,0,"testing"
2461,0.0234095443184965,0.0318449258540684,0,"testing"
2462,0.027489449909268,0.0638527628488692,1,"testing"
2463,0.0177824009013948,0.0243180230079863,0,"testing"
2464,0.0204942776012924,0.0513936512324756,0,"testing"
2465,0.0363385835016113,0.0584385197859344,0,"testing"
2466,0.0133569574366982,0.0111973674768661,0,"testing"
2467,0.0213483083869931,0.0319822192197556,0,"testing"
2468,0.0133702970911823,0.0105381944856406,0,"testing"
2469,0.0135178897713113,0.0100634465439527,0,"testing"
2470,0.0485029550029479,0.106559967013598,0,"testing"
2471,0.0131555539994807,0.00700274561191957,0,"testing"
2472,0.020714576530896,0.0322564087530905,0,"testing"
2473,0.0166137038573387,0.0154690183751316,0,"testing"
2474,0.0427500292998158,0.0523349074266283,0,"testing"
2475,0.0236661135471567,0.0298845925081678,0,"testing"
2476,0.0119746796759979,0.00701275938070288,0,"testing"
2477,0.0158513941862546,0.0157643397044833,0,"testing"
2478,0.0509357794028805,0.0510509709972227,0,"testing"
2479,0.0175568283769599,0.0238992690134805,0,"testing"
2480,0.0236214147919561,0.0476091924250708,0,"testing"
2481,0.0133192678211896,0.0071758099523511,0,"testing"
2482,0.0150487873120966,0.019467326548651,0,"testing"
2483,0.0162298836608509,0.0192218705786576,0,"testing"
2484,0.0242038013040249,0.0519883031758588,0,"testing"
2485,0.0132848471051396,0.00862624285590613,0,"testing"
2486,0.068125209454004,0.113385379795913,0,"testing"
2487,0.0151598490499683,0.0183762455504746,0,"testing"
2488,0.0415660766938451,0.0597136758062147,0,"testing"
2489,0.0121840805414278,0.00750070637241571,0,"testing"
2490,0.0209522342172719,0.0307607749492954,0,"testing"
2491,0.0151788009410075,0.0153545888463797,0,"testing"
2492,0.0145127730279143,0.0141186619571403,0,"testing"
2493,0.0188722907117999,0.0264244381483705,0,"testing"
2494,0.0173691430881993,0.0179254849013602,0,"testing"
2495,0.0132947581876045,0.00837058284784574,0,"testing"
2496,0.0222117995557627,0.0293846170772049,0,"testing"
2497,0.0136532127512774,0.0109189947791145,0,"testing"
2498,0.012761572108448,0.00914603667776468,0,"testing"
2499,0.0140430216895967,0.0161317625719714,0,"testing"
2500,0.023394031997283,0.0473661392011061,0,"testing"
2501,0.0125440710680128,0.0100109186587925,0,"testing"
2502,0.0116545733429557,0.00603055019667999,0,"testing"
2503,0.0129458688198584,0.0126669984059131,0,"testing"
2504,0.0159102066883339,0.0166907551495538,0,"testing"
2505,0.0196120266653606,0.0199293092566939,0,"testing"
2506,0.033751710770669,0.0644894406117143,0,"testing"
2507,0.0181064745807033,0.0225449981575033,0,"testing"
2508,0.01410656744218,0.0104481060647517,0,"testing"
2509,0.0188976708082263,0.0378741357290191,0,"testing"
2510,0.0149875996779945,0.00948441428222988,0,"testing"
2511,0.016827657923896,0.0205029167853278,0,"testing"
2512,0.0129204100717559,0.00798600883430856,0,"testing"
2513,0.0249549077385445,0.0590023488486886,0,"testing"
2514,0.0172103330042668,0.0180326326139422,0,"testing"
2515,0.0457377013747679,0.0807896138595437,1,"testing"
2516,0.0150560952138529,0.0183566059690762,0,"testing"
2517,0.0161733405586958,0.0190077418756747,1,"testing"
2518,0.0292046473158113,0.0314987604396013,0,"testing"
2519,0.0140802285299286,0.0126153476177245,0,"testing"
2520,0.0212240136817875,0.044964853305415,0,"testing"
2521,0.0695075904186431,0.123601837874772,1,"testing"
2522,0.0134580412497345,0.00988647467562417,0,"testing"
2523,0.0465611546010445,0.0927336968906878,0,"testing"
2524,0.0149702631981629,0.0215935721680012,0,"testing"
2525,0.0145996079195809,0.0154170907016205,0,"testing"
2526,0.0150167425489361,0.0147427854948374,0,"testing"
2527,0.013427642798247,0.00923194495112026,0,"testing"
2528,0.0151904053018929,0.0134062273026983,0,"testing"
2529,0.018580414103255,0.0142844716900494,0,"testing"
2530,0.0143593611649068,0.00998679280810369,0,"training"
2531,0.0200390335551936,0.0218578654327739,1,"testing"
2532,0.0150000542407037,0.0136776804157282,0,"testing"
2533,0.014958345155435,0.017207806697099,0,"testing"
2534,0.0183357326014805,0.033124263633594,0,"testing"
2535,0.0196596850931489,0.0202250039871382,0,"testing"
2536,0.0185442639504307,0.024032086788926,0,"testing"
2537,0.0296500585638677,0.05863952857032,0,"testing"
2538,0.0193030466397813,0.0225557078237405,0,"testing"
2539,0.0134938449153484,0.00853483568650579,0,"testing"
2540,0.0148923402475856,0.0139347714263234,0,"testing"
2541,0.0208658399183629,0.0283452972546273,0,"testing"
2542,0.0133973783984655,0.00906002025075282,0,"testing"
2543,0.0172423824537963,0.0212149538501897,1,"validation"
2544,0.0155590093782322,0.0155388106728817,0,"testing"
2545,0.0295766085549049,0.0555717497653166,0,"testing"
2546,0.0125799415529649,0.00987299631539507,0,"testing"
2547,0.0137040706682864,0.0108813886004946,0,"testing"
2548,0.0385079949447849,0.0779818823297818,0,"testing"
2549,0.0228324991502858,0.0233936187349996,0,"testing"
2550,0.0138579642536917,0.0154718751336931,0,"testing"
2551,0.0182162117553275,0.0183997702249474,0,"testing"
2552,0.110533036243988,0.123097253139734,0,"testing"
2553,0.0191090573198813,0.0289276624945003,0,"testing"
2554,0.0143881015203387,0.0161117679351294,0,"testing"
2555,0.0136099644358432,0.0107566526581516,0,"testing"
2556,0.0163677203179596,0.0224464361711401,0,"testing"
2557,0.0142386419265556,0.0179604654751734,0,"testing"
2558,0.0158642283597028,0.0141494925322681,0,"testing"
2559,0.0128674769317126,0.0059746104194157,0,"testing"
2560,0.0122063645293856,0.00574648868623818,0,"testing"
2561,0.0200628275666126,0.0304033412466134,0,"testing"
2562,0.0177233651806738,0.0361195745130253,0,"testing"
2563,0.017074553538756,0.0209989429026365,0,"testing"
2564,0.0141840304769557,0.0137652086933757,0,"testing"
2565,0.0216772417185339,0.0352182971261733,0,"testing"
2566,0.0361395730552092,0.067229362684815,0,"testing"
2567,0.0320389735081907,0.052281357646597,0,"testing"
2568,0.0160307898097822,0.0234309471156427,0,"testing"
2569,0.0386991404152608,0.0689428095112379,0,"testing"
2570,0.0137307079679495,0.0169073933722553,0,"testing"
2571,0.0197601661932619,0.0337513221118337,1,"testing"
2572,0.0266738591620063,0.0391056750758838,0,"testing"
2573,0.0252242857278593,0.0305296892639003,0,"testing"
2574,0.0191797966198729,0.0336786229942481,0,"testing"
2575,0.0128674769317126,0.0059746104194157,0,"testing"
2576,0.0405853838207958,0.038114010646767,0,"training"
2577,0.0119084000470532,0.00560589840152593,0,"testing"
2578,0.0531751786076124,0.081572254577771,0,"testing"
2579,0.0314681413634506,0.0609610987153254,1,"testing"
2580,0.0121446920306097,0.00708803784494975,0,"testing"
2581,0.028277978711575,0.0377679478014451,0,"testing"
2582,0.037514674227539,0.0717204945111601,0,"testing"
2583,0.0135130999520742,0.0100321170727357,0,"testing"
2584,0.0153283098127459,0.0161008887653126,0,"testing"
2585,0.0134620127449798,0.0108223745065031,0,"testing"
2586,0.0148045456890063,0.0165111376310746,0,"testing"
2587,0.0251426351209214,0.0403855136694444,0,"testing"
2588,0.0201013204932957,0.0224391390922397,0,"testing"
2589,0.0213075385273183,0.0283008790121161,0,"testing"
2590,0.0312180417935347,0.0258844083412762,0,"testing"
2591,0.0198717408312682,0.0189229039450807,0,"testing"
2592,0.0148498010874505,0.0100225579773196,0,"testing"
2593,0.0152233050257092,0.0182230944226616,0,"testing"
2594,0.0142425869079917,0.0130017559072083,0,"testing"
2595,0.0168995515638324,0.0278638299076161,0,"testing"
2596,0.0558588322848521,0.108598846176509,0,"testing"
2597,0.0144749261317594,0.010399553584108,0,"testing"
2598,0.048485023711202,0.0916550556447881,0,"testing"
2599,0.0207006297716089,0.0385824045907678,0,"testing"
2600,0.0143241805143298,0.0142615810220322,0,"testing"
2601,0.0123703343156812,0.00976881550111535,0,"testing"
2602,0.0351201831294099,0.0709267439547626,0,"testing"
2603,0.0159217554874864,0.0204612283137409,0,"testing"
2604,0.0373068451522051,0.0760507159640654,0,"testing"
2605,0.0261270166219022,0.0448657656488207,1,"testing"
2606,0.0156781003405487,0.0121436941979183,0,"testing"
2607,0.018928440503757,0.0221747371797934,0,"testing"
2608,0.0221246472734294,0.0290923182966194,1,"testing"
2609,0.0172402616716687,0.0205514036726152,0,"testing"
2610,0.0211503510653096,0.03928933582093,0,"testing"
2611,0.0306567814035239,0.0331697318696735,0,"testing"
2612,0.0137010846926777,0.0114203801536758,0,"testing"
2613,0.0142856336142552,0.0144154341470975,0,"testing"
2614,0.0354791240710225,0.0703783247592534,0,"testing"
2615,0.0284284712266409,0.0506412805531084,0,"testing"
2616,0.0364071122015666,0.0789046081306056,0,"testing"
2617,0.0142947291889046,0.0085217085770819,0,"testing"
2618,0.0129223710871891,0.0103870530284545,0,"testing"
2619,0.0129414232920003,0.00646456035725439,0,"testing"
2620,0.0839563828174471,0.138764820261658,0,"testing"
2621,0.0296908129102706,0.039035055306185,0,"testing"
2622,0.0246975207260739,0.0284651516505944,0,"testing"
2623,0.0271231250565568,0.0525294870910753,0,"testing"
2624,0.0233068247724998,0.0277054851748752,0,"testing"
2625,0.0157378475401765,0.0141138632350717,0,"testing"
2626,0.0173868379636141,0.0295386936169408,0,"testing"
2627,0.0141840304769557,0.0137652086933757,0,"testing"
2628,0.0207475718563045,0.0312889897820433,0,"testing"
2629,0.0132869024917394,0.00831845620791087,0,"testing"
2630,0.016491805995867,0.0301042440324908,0,"testing"
2631,0.0233345552781555,0.0248858833843136,0,"testing"
2632,0.0168920955381976,0.0234707286762301,0,"testing"
2633,0.0943290456571331,0.115096034032699,0,"testing"
2634,0.0216396067759028,0.0373966986711858,1,"testing"
2635,0.0196362535597844,0.0272044025215758,0,"testing"
2636,0.023406255528869,0.0356824260125195,0,"testing"
2637,0.0350664106356137,0.0449347609395814,0,"testing"
2638,0.0226175964714463,0.0434561778297665,0,"testing"
2639,0.0135733552137372,0.0119318962551045,0,"testing"
2640,0.0262059987609626,0.048246420373096,0,"testing"
2641,0.0135019133347584,0.0088372463200337,0,"testing"
2642,0.0181189153361919,0.0339897420680349,0,"testing"
2643,0.0130920120852865,0.0112064995547862,0,"testing"
2644,0.0774553783217986,0.139390758449531,0,"testing"
2645,0.0159133293431408,0.0158425860082989,0,"testing"
2646,0.0205018906010374,0.0205183565370688,0,"testing"
2647,0.0142173241339623,0.0097390580434837,0,"testing"
2648,0.0131169229442443,0.0082017238661983,0,"testing"
2649,0.0141951547204683,0.014494653906159,0,"testing"
2650,0.0225329302295906,0.0246754672996223,0,"testing"
2651,0.0250991226292489,0.0352473434029762,0,"testing"
2652,0.0180293864005236,0.0331496834180456,0,"testing"
2653,0.0166952647410815,0.0238737305384058,0,"testing"
2654,0.036028804920649,0.0448972923022955,0,"testing"
2655,0.0132282790961359,0.00616689891460673,0,"testing"
2656,0.0185607020717102,0.0200189849224275,0,"testing"
2657,0.0290817787412701,0.0464351531053319,0,"testing"
2658,0.0131636795415137,0.00754181744092172,0,"testing"
2659,0.0158718794243693,0.0258346832172428,0,"testing"
2660,0.0279932894771966,0.05838060387152,0,"testing"
2661,0.018652961989846,0.0214971654173765,0,"testing"
2662,0.0270827164174465,0.035373506415896,0,"testing"
2663,0.0135600148790322,0.0108480148793546,0,"testing"
2664,0.0136129801332985,0.00889558515745842,0,"testing"
2665,0.0281909863952275,0.0627851809460782,0,"testing"
2666,0.0190612721027619,0.023538259713109,0,"testing"
2667,0.0336008990235559,0.0416019779944199,0,"testing"
2668,0.0137389931827945,0.011592162585511,0,"testing"
2669,0.01308774412665,0.00646870374706622,0,"testing"
2670,0.0154928819473846,0.0208166529652792,0,"testing"
2671,0.0127707463348084,0.0125591149160559,0,"testing"
2672,0.0148406782582679,0.0199961373617774,0,"testing"
2673,0.0333725648869469,0.0560625434889648,0,"testing"
2674,0.0158848167688112,0.016991061960581,0,"testing"
2675,0.015216214625456,0.0184238381377695,0,"testing"
2676,0.0157975488637763,0.0274492539618692,0,"testing"
2677,0.0445604017545644,0.0997396454363523,0,"testing"
2678,0.0131743003905167,0.0104415730728094,0,"testing"
2679,0.0154569277604703,0.015479619095198,0,"testing"
2680,0.0172799972515832,0.0142353449815783,0,"testing"
2681,0.019304726066865,0.0275964935753671,0,"testing"
2682,0.0288396862052617,0.0372378652092319,0,"testing"
2683,0.0227955877649663,0.0350190070909635,0,"testing"
2684,0.0200045821705808,0.0202785262931919,0,"testing"
2685,0.11247338236651,0.111683559745575,1,"testing"
2686,0.0368840236551989,0.0355013590919826,0,"testing"
2687,0.0361647030360357,0.0561797405968931,0,"testing"
2688,0.012830229370618,0.00666154685534299,0,"testing"
2689,0.020270844604574,0.031228111775944,0,"testing"
2690,0.0176118423816192,0.0231262017150587,0,"testing"
2691,0.0193354001687433,0.030412076194475,0,"testing"
2692,0.0117487597299833,0.0058380845234572,0,"testing"
2693,0.0182506478012993,0.0280023765424211,0,"testing"
2694,0.0156872960842695,0.0126180612486843,0,"testing"
2695,0.0136813331078502,0.0129488883566367,0,"testing"
2696,0.0140262789434639,0.010024162653189,0,"testing"
2697,0.0560654037890214,0.0932250099383266,0,"testing"
2698,0.179416600768364,0.158485607317032,1,"testing"
2699,0.0168253434415522,0.0258952725153372,0,"testing"
2700,0.0217560958601199,0.0149184996444033,0,"testing"
2701,0.0156155277102469,0.0153315393892855,1,"testing"
2702,0.018781050493405,0.0169018904045554,0,"testing"
2703,0.0201293878541138,0.0324426791607113,0,"testing"
2704,0.0153812872921623,0.0120246655285787,0,"testing"
2705,0.0143417741054271,0.0196915200439413,0,"testing"
2706,0.0184011030727515,0.0304119663645972,0,"testing"
2707,0.0130285860082248,0.00701499248014378,0,"testing"
2708,0.0599032069460492,0.117752094101215,0,"testing"
2709,0.0203277037865787,0.0244936901565821,0,"testing"
2710,0.0223007269369428,0.0327809225024566,0,"testing"
2711,0.0141703898684982,0.013679951219101,0,"testing"
2712,0.0133954632425011,0.00975617300528371,0,"testing"
2713,0.0136479843491154,0.0108850311063123,0,"testing"
2714,0.0243888503305842,0.0443170943655615,0,"testing"
2715,0.0289966655585289,0.033482779567076,1,"testing"
2716,0.0150192012901764,0.018718188508054,0,"testing"
2717,0.0267183636309175,0.0309022995017582,0,"testing"
2718,0.0133945676541757,0.00933159947003444,0,"testing"
2719,0.0275728311575522,0.0562505205229139,0,"testing"
2720,0.0252315096655058,0.0500547582720337,0,"testing"
2721,0.015628196329055,0.0209016577415692,0,"testing"
2722,0.0215155402031806,0.0402344553576875,0,"testing"
2723,0.0146013415874565,0.0113810047472483,0,"testing"
2724,0.0131554092813296,0.00690439970464712,0,"testing"
2725,0.0139560609390093,0.0115270238120762,0,"testing"
2726,0.0381401451066472,0.066043111087622,0,"testing"
2727,0.0139927617621287,0.0197672995291668,0,"testing"
2728,0.0138467388294088,0.0117689564544456,0,"testing"
2729,0.0167845466085833,0.0217395565084909,0,"testing"
2730,0.0151358232995753,0.0141627549421126,0,"testing"
2731,0.0307782163422162,0.0529169996124979,0,"testing"
2732,0.0148170675334057,0.0191294670990185,0,"testing"
2733,0.0211760477253586,0.0387969383154807,0,"testing"
2734,0.0167980448002903,0.0190236632101387,0,"testing"
2735,0.0294222267577389,0.030081415882335,0,"testing"
2736,0.0201759960987347,0.02569355262526,0,"testing"
2737,0.0150504443997472,0.0180028091348727,0,"testing"
2738,0.0133010109320793,0.00783400927056203,0,"testing"
2739,0.0175348213258691,0.0224584428080777,0,"testing"
2740,0.0130955359476635,0.0101878419051051,0,"testing"
2741,0.0198608177608654,0.0350362156155991,0,"testing"
2742,0.0163693188555062,0.0226552288491419,0,"testing"
2743,0.033152853615438,0.0645907844352836,0,"testing"
2744,0.0193262457972586,0.0242584022175819,0,"testing"
2745,0.0858854360865942,0.0793931393615787,0,"testing"
2746,0.0328071723851371,0.0578904566489626,0,"testing"
2747,0.0136532127512774,0.0109189947791145,0,"testing"
2748,0.0132947581876045,0.00837058284784574,0,"testing"
2749,0.0296831145734085,0.0557868015876136,0,"testing"
2750,0.0226135039427538,0.0350807031556976,0,"testing"
2751,0.0287444680846877,0.0361201380272308,0,"testing"
2752,0.0263296705408589,0.0611218917996288,0,"training"
2753,0.016307369019849,0.0264675765020145,0,"testing"
2754,0.0140015609321759,0.012746601374949,0,"testing"
2755,0.0191418076192473,0.0212886663249791,0,"testing"
2756,0.0145322522311454,0.0158938883465671,0,"testing"
2757,0.0180645068514552,0.0245848916232366,0,"testing"
2758,0.0131233901345167,0.0136002197210142,0,"testing"
2759,0.0681391690744596,0.100878014078495,0,"testing"
2760,0.0505679696441406,0.100618481002493,0,"testing"
2761,0.0315874703153639,0.0456012971635485,0,"testing"
2762,0.0192930644030318,0.0306439994283692,0,"testing"
2763,0.0207737886275326,0.0232900749837806,0,"testing"
2764,0.035364582454739,0.0556607448903972,0,"testing"
2765,0.0216192032325538,0.0307501265186764,0,"testing"
2766,0.0145772257902503,0.0167392184635045,0,"testing"
2767,0.0129763128324205,0.00844842334921739,0,"testing"
2768,0.0215395720680765,0.0243619703601722,0,"validation"
2769,0.0216504084824126,0.0282165038729931,0,"testing"
2770,0.0135714885904098,0.0109741672066831,0,"testing"
2771,0.0139136258339748,0.0104140154336663,0,"testing"
2772,0.0137040706682864,0.0108813886004946,0,"testing"
2773,0.0163883149945013,0.0184699468017809,0,"testing"
2774,0.0157213775808913,0.0145882652830367,0,"testing"
2775,0.0627420716348743,0.103794228434801,0,"testing"
2776,0.020990240890155,0.0231262611714578,0,"testing"
2777,0.0136425515238742,0.00743901668504751,0,"testing"
2778,0.01460920817881,0.0114470536701365,0,"testing"
2779,0.0249900133281411,0.0367948056160318,0,"testing"
2780,0.0196490878584515,0.0201003061928578,0,"testing"
2781,0.020066914976132,0.0275744157568593,0,"testing"
2782,0.0690388402197847,0.120434167810534,0,"testing"
2783,0.0549238706309816,0.0949409090163228,0,"testing"
2784,0.0152911202130809,0.01670864881581,0,"testing"
2785,0.0197205437030632,0.0190408594087539,0,"testing"
2786,0.0404090633259606,0.0796750564605588,0,"testing"
2787,0.0149774592585798,0.00983209934540673,0,"testing"
2788,0.0163264349955606,0.0165950249793705,0,"testing"
2789,0.013220677817871,0.0103618570441446,0,"testing"
2790,0.015582767500811,0.0189053030449372,0,"testing"
2791,0.0165602742331855,0.0240007464489027,0,"testing"
2792,0.0193114467934552,0.0202291956204192,0,"testing"
2793,0.0236692387167887,0.0379877497309395,0,"testing"
2794,0.0125047957575667,0.0096685664545821,0,"testing"
2795,0.0218764548638748,0.0391228452599739,1,"testing"
2796,0.0164150148490514,0.0239161518317975,0,"testing"
2797,0.0140053154155699,0.0107930340424259,0,"testing"
2798,0.0140136554644795,0.012729030610794,0,"testing"
2799,0.0182184489754608,0.0231158598787221,1,"testing"
2800,0.0141783970613564,0.0112206552189213,0,"testing"
2801,0.0178825727676003,0.0170522620169352,0,"testing"
